,year,coach,regular_season_games,wins,losses,ties,win_percentage,playoff_games,playoff_wins,playoff_losses,playoff_result,coordinator_offense,coordinator_defense
56,1970.0,Charlie Waller,14,5,6,3,0.455,0.0,0.0,0.0,N/A,N/A,Bum Phillips
57,1969.0,Charlie Waller,5,4,1,0,0.8,0.0,0.0,0.0,N/A,N/A,Bum Phillips
58,N/A,Sid Gillman,9,4,5,0,0.444,0.0,0.0,0.0,N/A,N/A,Bum Phillips
59,1968.0,Sid Gillman,14,9,5,0,0.643,0.0,0.0,0.0,N/A,N/A,N/A
60,1967.0,Sid Gillman,14,8,5,1,0.615,0.0,0.0,0.0,N/A,N/A,Tom Bass
61,1966.0,Sid Gillman,14,7,6,1,0.538,0.0,0.0,0.0,N/A,N/A,N/A
62,1965.0,Sid Gillman,14,9,2,3,0.818,1.0,0.0,1.0,Lost Champ,N/A,N/A
63,1964.0,Sid Gillman,14,8,5,1,0.615,1.0,0.0,1.0,Lost Champ,N/A,N/A
64,1963.0,Sid Gillman,14,11,3,0,0.786,1.0,1.0,0.0,Won Champ,Hugh Taylor,N/A
65,1962.0,Sid Gillman,14,4,10,0,0.286,0.0,0.0,0.0,N/A,N/A,N/A
66,1961.0,Sid Gillman,14,12,2,0,0.857,1.0,0.0,1.0,Lost Champ,N/A,N/A
67,1960.0,Sid Gillman,14,10,4,0,0.714,1.0,0.0,1.0,Lost Champ,N/A,N/A
